4,1,103.21,350.03,110.19,37.55,1,-1,-1,-1
4,2,945.21,329.27,62.90,28.28,1,-1,-1,-1
4,3,826.36,597.82,119.83,88.26,1,-1,-1,-1
5,1,103.27,350.07,110.11,37.51,1,-1,-1,-1
5,2,945.13,329.23,63.03,28.34,1,-1,-1,-1
5,3,826.31,598.77,119.34,87.86,1,-1,-1,-1
6,1,103.29,350.10,109.97,37.46,1,-1,-1,-1
6,2,945.11,329.19,63.03,28.35,1,-1,-1,-1
6,3,824.12,598.82,120.63,88.75,1,-1,-1,-1
7,1,103.33,350.10,109.94,37.44,1,-1,-1,-1
7,2,945.24,329.18,62.97,28.33,1,-1,-1,-1
7,3,822.57,599.14,121.21,89.09,1,-1,-1,-1
8,1,103.28,350.08,110.22,37.53,1,-1,-1,-1
8,2,945.27,329.11,63.12,28.41,1,-1,-1,-1
8,3,820.55,599.76,121.76,89.30,1,-1,-1,-1
9,1,103.28,350.09,110.10,37.49,1,-1,-1,-1
9,2,945.15,329.11,63.12,28.43,1,-1,-1,-1
9,3,820.56,600.47,121.74,89.16,1,-1,-1,-1
10,1,103.23,350.06,110.15,37.51,1,-1,-1,-1
10,2,945.09,329.10,63.21,28.48,1,-1,-1,-1
10,3,819.67,601.32,121.20,88.68,1,-1,-1,-1
11,1,103.08,350.01,110.46,37.63,1,-1,-1,-1
11,2,945.17,329.13,63.22,28.50,1,-1,-1,-1
11,3,817.40,600.51,123.34,90.30,1,-1,-1,-1
12,1,103.03,350.00,110.55,37.65,1,-1,-1,-1
12,2,945.26,329.21,62.40,28.09,1,-1,-1,-1
12,3,817.60,601.50,122.18,89.34,1,-1,-1,-1
13,1,103.10,350.05,110.46,37.61,1,-1,-1,-1
13,2,945.22,329.19,62.82,28.29,1,-1,-1,-1
13,3,816.00,602.30,122.23,89.22,1,-1,-1,-1
14,1,103.14,350.08,110.24,37.53,1,-1,-1,-1
14,2,945.17,329.22,62.94,28.34,1,-1,-1,-1
14,3,814.83,602.77,123.59,90.26,1,-1,-1,-1
15,1,103.16,350.04,110.27,37.54,1,-1,-1,-1
15,2,945.26,329.23,62.78,28.27,1,-1,-1,-1
15,3,813.97,603.31,123.98,90.53,1,-1,-1,-1
16,1,102.97,349.99,110.51,37.63,1,-1,-1,-1
16,2,945.27,329.26,62.75,28.25,1,-1,-1,-1
16,3,813.79,604.49,123.17,89.82,1,-1,-1,-1
17,1,102.91,349.99,110.58,37.66,1,-1,-1,-1
17,2,945.20,329.21,62.89,28.33,1,-1,-1,-1
17,3,813.12,605.09,122.86,89.51,1,-1,-1,-1
18,1,102.93,349.99,110.64,37.69,1,-1,-1,-1
18,2,945.17,329.16,63.03,28.42,1,-1,-1,-1
18,3,812.19,605.02,122.71,89.07,1,-1,-1,-1
19,1,102.93,349.95,110.70,37.73,1,-1,-1,-1
19,2,945.17,329.14,63.06,28.45,1,-1,-1,-1
19,3,811.22,605.20,122.98,89.10,1,-1,-1,-1
20,1,102.93,349.94,110.65,37.72,1,-1,-1,-1
20,2,945.26,329.18,62.92,28.39,1,-1,-1,-1
20,3,809.64,606.08,123.15,89.13,1,-1,-1,-1
21,1,102.98,349.97,110.50,37.66,1,-1,-1,-1
21,2,945.23,329.17,62.87,28.37,1,-1,-1,-1
21,3,809.72,606.17,124.39,90.06,1,-1,-1,-1
22,1,103.20,350.05,110.09,37.50,1,-1,-1,-1
22,2,945.21,329.17,62.93,28.41,1,-1,-1,-1
22,3,808.99,606.47,125.12,90.61,1,-1,-1,-1
23,1,103.32,349.99,110.03,37.48,1,-1,-1,-1
23,2,945.37,329.17,62.71,28.30,1,-1,-1,-1
23,3,803.79,610.24,123.41,89.17,1,-1,-1,-1
24,1,103.32,350.02,110.02,37.47,1,-1,-1,-1
24,2,945.34,329.13,62.79,28.34,1,-1,-1,-1
24,3,799.22,610.67,126.53,91.38,1,-1,-1,-1
25,1,103.32,350.03,109.99,37.44,1,-1,-1,-1
25,2,945.33,329.14,62.77,28.33,1,-1,-1,-1
25,3,796.84,610.98,128.19,92.56,1,-1,-1,-1
26,1,103.21,350.05,110.15,37.49,1,-1,-1,-1
26,2,945.26,329.17,62.80,28.34,1,-1,-1,-1
26,3,795.64,612.82,126.35,90.89,1,-1,-1,-1
27,1,103.14,350.03,110.27,37.53,1,-1,-1,-1
27,2,945.27,329.21,62.75,28.31,1,-1,-1,-1
27,3,794.67,613.78,125.90,90.30,1,-1,-1,-1
28,1,103.23,350.08,110.06,37.45,1,-1,-1,-1
28,2,945.23,329.15,62.99,28.43,1,-1,-1,-1
28,3,793.32,614.22,125.89,90.06,1,-1,-1,-1
29,1,103.32,350.11,109.96,37.40,1,-1,-1,-1
29,2,945.23,329.12,63.07,28.48,1,-1,-1,-1
29,3,792.10,614.64,126.26,90.18,1,-1,-1,-1
30,1,103.20,350.03,110.21,37.49,1,-1,-1,-1
30,2,945.29,329.19,62.93,28.41,1,-1,-1,-1
30,3,790.90,614.95,126.74,90.44,1,-1,-1,-1
31,1,103.27,350.04,110.18,37.47,1,-1,-1,-1
31,2,945.25,329.14,62.95,28.42,1,-1,-1,-1
31,3,789.24,614.93,128.08,91.45,1,-1,-1,-1
32,1,103.35,350.12,109.99,37.39,1,-1,-1,-1
32,2,945.28,329.11,62.99,28.45,1,-1,-1,-1
32,3,788.25,615.24,128.56,91.83,1,-1,-1,-1
33,1,103.26,350.07,110.23,37.46,1,-1,-1,-1
33,2,945.32,329.11,63.03,28.48,1,-1,-1,-1
33,3,786.47,616.26,129.45,92.40,1,-1,-1,-1
34,1,103.40,350.14,109.96,37.35,1,-1,-1,-1
34,2,945.34,329.09,62.95,28.44,1,-1,-1,-1
34,3,785.10,617.08,129.77,92.58,1,-1,-1,-1
35,1,103.40,350.14,109.92,37.32,1,-1,-1,-1
35,2,945.31,329.12,62.91,28.42,1,-1,-1,-1
35,3,784.33,618.04,129.71,92.26,1,-1,-1,-1
36,1,103.31,350.13,110.09,37.37,1,-1,-1,-1
36,2,945.30,329.14,62.90,28.42,1,-1,-1,-1
36,3,783.09,618.47,129.97,92.42,1,-1,-1,-1
37,1,103.24,350.12,110.12,37.38,1,-1,-1,-1
37,2,945.28,329.15,62.97,28.47,1,-1,-1,-1
37,3,781.89,618.91,130.37,92.38,1,-1,-1,-1
38,1,103.10,350.08,110.40,37.48,1,-1,-1,-1
38,2,945.32,329.17,62.90,28.45,1,-1,-1,-1
38,3,781.38,619.16,130.75,92.51,1,-1,-1,-1
39,1,103.23,350.14,110.15,37.38,1,-1,-1,-1
39,2,945.41,329.22,62.72,28.36,1,-1,-1,-1
39,3,780.43,620.12,130.16,91.62,1,-1,-1,-1
40,1,103.11,350.08,110.32,37.45,1,-1,-1,-1
40,2,945.43,329.20,62.72,28.37,1,-1,-1,-1
40,3,779.11,620.86,130.13,91.27,1,-1,-1,-1
41,1,103.08,350.07,110.48,37.51,1,-1,-1,-1
41,2,945.49,329.20,62.64,28.33,1,-1,-1,-1
41,3,778.25,621.73,129.76,90.73,1,-1,-1,-1
42,1,105.14,350.66,107.48,36.50,1,-1,-1,-1
42,2,945.50,329.20,62.66,28.35,1,-1,-1,-1
42,3,777.08,622.38,129.68,90.43,1,-1,-1,-1
43,1,103.93,350.34,109.12,37.05,1,-1,-1,-1
43,2,945.32,329.16,62.84,28.43,1,-1,-1,-1
43,3,775.90,622.78,129.90,90.37,1,-1,-1,-1
44,1,103.31,350.12,110.08,37.39,1,-1,-1,-1
44,2,945.55,329.31,62.02,27.97,1,-1,-1,-1
44,3,774.21,623.19,130.59,90.65,1,-1,-1,-1
45,1,103.32,350.13,110.04,37.37,1,-1,-1,-1
45,2,945.20,329.17,62.86,28.38,1,-1,-1,-1
45,3,772.64,623.40,131.39,90.89,1,-1,-1,-1
46,1,103.40,350.18,110.02,37.35,1,-1,-1,-1
46,2,945.10,329.10,63.08,28.48,1,-1,-1,-1
46,3,770.67,623.68,131.60,90.54,1,-1,-1,-1
47,1,103.30,350.13,110.21,37.41,1,-1,-1,-1
47,2,945.15,329.15,63.01,28.45,1,-1,-1,-1
47,3,769.90,624.03,132.38,90.72,1,-1,-1,-1
48,1,103.18,350.10,110.29,37.44,1,-1,-1,-1
48,2,945.08,329.13,63.04,28.46,1,-1,-1,-1
48,3,768.48,624.38,133.41,91.05,1,-1,-1,-1
49,1,103.22,350.15,110.17,37.39,1,-1,-1,-1
49,2,945.19,329.14,62.93,28.41,1,-1,-1,-1
49,3,766.72,625.19,133.56,90.63,1,-1,-1,-1
50,1,103.29,350.16,110.04,37.34,1,-1,-1,-1
50,2,945.26,329.09,62.97,28.43,1,-1,-1,-1
50,3,765.44,625.96,133.46,90.01,1,-1,-1,-1
51,1,103.20,350.16,110.28,37.41,1,-1,-1,-1
51,2,945.32,329.13,62.84,28.36,1,-1,-1,-1
51,3,763.71,626.54,133.73,89.65,1,-1,-1,-1
51,7,977.16,270.66,16.40,27.06,1,-1,-1,-1
52,1,103.00,350.07,110.59,37.52,1,-1,-1,-1
52,2,945.35,329.10,62.98,28.43,1,-1,-1,-1
52,3,761.48,627.23,134.11,89.23,1,-1,-1,-1
52,7,977.12,270.57,16.44,27.10,1,-1,-1,-1
53,1,103.16,350.17,110.21,37.39,1,-1,-1,-1
53,2,945.44,329.16,62.90,28.40,1,-1,-1,-1
53,3,759.85,628.25,133.81,88.28,1,-1,-1,-1
53,7,976.89,269.97,16.96,27.96,1,-1,-1,-1
54,1,103.17,350.14,110.28,37.43,1,-1,-1,-1
54,2,945.34,329.18,62.89,28.40,1,-1,-1,-1
54,3,758.17,629.02,133.88,87.57,1,-1,-1,-1
54,7,976.84,270.10,16.93,27.91,1,-1,-1,-1
55,1,103.32,350.19,110.07,37.36,1,-1,-1,-1
55,2,945.35,329.18,62.77,28.35,1,-1,-1,-1
55,3,755.45,630.01,133.88,86.75,1,-1,-1,-1
55,7,976.79,270.10,16.96,27.97,1,-1,-1,-1
56,1,103.30,350.16,110.14,37.39,1,-1,-1,-1
56,2,945.35,329.22,62.76,28.34,1,-1,-1,-1
56,3,752.77,630.27,135.03,86.70,1,-1,-1,-1
56,7,977.20,271.05,16.52,27.29,1,-1,-1,-1
57,1,103.26,350.11,110.32,37.47,1,-1,-1,-1
57,2,945.22,329.18,62.89,28.41,1,-1,-1,-1
57,3,750.83,630.51,135.87,86.52,1,-1,-1,-1
57,7,977.37,271.45,16.35,27.03,1,-1,-1,-1
58,1,103.16,350.10,110.50,37.53,1,-1,-1,-1
58,2,945.17,329.14,63.02,28.48,1,-1,-1,-1
58,3,749.15,630.71,136.61,86.33,1,-1,-1,-1
58,7,977.11,270.90,16.56,27.43,1,-1,-1,-1
59,1,103.27,350.16,110.22,37.43,1,-1,-1,-1
59,2,945.16,329.10,63.18,28.56,1,-1,-1,-1
59,3,746.68,630.87,137.99,86.47,1,-1,-1,-1
59,7,977.33,271.38,16.39,27.18,1,-1,-1,-1
60,1,103.29,350.19,110.02,37.34,1,-1,-1,-1
60,2,945.18,329.16,63.14,28.54,1,-1,-1,-1
60,3,744.85,631.36,138.44,85.99,1,-1,-1,-1
60,7,977.12,271.05,16.55,27.45,1,-1,-1,-1
61,1,103.33,350.20,110.04,37.34,1,-1,-1,-1
61,2,945.18,329.12,63.23,28.60,1,-1,-1,-1
61,3,742.15,631.48,139.91,86.03,1,-1,-1,-1
61,7,976.96,270.59,16.74,27.78,1,-1,-1,-1
62,1,103.26,350.18,110.13,37.36,1,-1,-1,-1
62,2,945.21,329.07,63.17,28.58,1,-1,-1,-1
62,3,739.06,631.61,141.48,86.18,1,-1,-1,-1
62,7,977.21,271.05,16.54,27.52,1,-1,-1,-1
63,1,103.11,350.12,110.35,37.44,1,-1,-1,-1
63,2,945.22,329.10,63.17,28.59,1,-1,-1,-1
63,3,736.62,632.36,142.13,85.70,1,-1,-1,-1
63,7,977.01,270.73,16.60,27.63,1,-1,-1,-1
64,1,103.01,350.06,110.63,37.55,1,-1,-1,-1
64,2,945.30,329.14,62.99,28.52,1,-1,-1,-1
64,3,734.13,632.93,142.91,85.29,1,-1,-1,-1
64,7,976.93,270.50,16.72,27.84,1,-1,-1,-1
65,1,102.97,350.08,110.61,37.55,1,-1,-1,-1
65,2,945.43,329.17,62.80,28.43,1,-1,-1,-1
65,3,732.11,633.36,143.89,85.04,1,-1,-1,-1
65,7,976.99,270.39,16.77,27.90,1,-1,-1,-1
66,1,102.97,350.03,110.68,37.58,1,-1,-1,-1
66,2,945.36,329.16,62.86,28.46,1,-1,-1,-1
66,3,729.84,633.41,144.94,85.18,1,-1,-1,-1
